-2.474117,-0.505086,2.149096,-345.030918,-119.948396,311.746204,
-2.557011,-0.455031,2.187421,-345.031402,-119.950654,311.743864,
-2.358113,-0.306035,2.114233,-345.028099,-119.949832,311.744351,
-2.379437,-0.422722,2.231422,-343.391393,-114.275844,309.944876,
-2.324554,-0.467433,2.207782,-342.241878,-114.374089,298.813417,
-2.364923,-0.562858,2.093464,-345.031888,-119.948860,307.652326,
-2.530736,-0.605415,2.060646,-344.304210,-102.618652,308.432173,
-2.532712,-0.624844,2.042273,-343.901269,-121.289750,309.888928,
-2.621023,-0.574424,2.108135,-344.457541,-123.735028,296.083405,
